iter	RMSE
0	0.3625397359
1	0.3380999053
2	0.3193979209
3	0.3006197304
4	0.2832128024
5	0.2664806746
6	0.2516204953
7	0.2392230012
8	0.2271391453
9	0.2163187092
10	0.2065450461
11	0.1984062314
12	0.1900645647
13	0.1831459781
14	0.176566776
15	0.1702014138
16	0.1644278991
17	0.1599587379
18	0.1554537706
19	0.1512276886
20	0.1467940066
21	0.1432741113
22	0.1397262281
23	0.1367663204
24	0.1340307816
25	0.1313024213
26	0.1289088963
27	0.1267681122
28	0.1244529881
29	0.1228515309
30	0.120807838
31	0.1190488325
32	0.1172766729
33	0.1153151088
34	0.1138628693
35	0.1125557874
36	0.1112446526
37	0.1093105907
38	0.1078867005
39	0.1072758403
40	0.1059576836
41	0.1049035508
42	0.1036410654
43	0.1029339123
44	0.1020344289
45	0.1013668543
46	0.1004975387
47	0.09977321624
48	0.09901245605
49	0.09829701095
50	0.09764705253
51	0.09689540065
52	0.09669744168
53	0.09628340409
54	0.09577867031
55	0.09517199345
56	0.09460881882
57	0.09399445978
58	0.09363407186
59	0.09299955347
60	0.09259613705
61	0.0922267654
62	0.09136769814
63	0.09079168308
64	0.09029165222
65	0.08964091096
66	0.08933771456
67	0.08895393199
68	0.08867361141
69	0.08817174805
70	0.0878766367
71	0.08733580345
72	0.08694845599
73	0.08651760199
74	0.08615518471
75	0.08573902865
76	0.08534401823
77	0.08492503101
78	0.0844802051
79	0.08388808772
80	0.08353753802
81	0.08305213624
82	0.08270201814
83	0.08231798543
84	0.08211210551
85	0.08189184261
86	0.08151228808
87	0.08122396552
88	0.08083751138
89	0.08068269205
90	0.08050854752
91	0.08033389656
92	0.07972626181
93	0.07936467758
94	0.07904608073
95	0.07876784344
96	0.07816699477
97	0.07779418481
98	0.07735376855
99	0.07670643074
100	0.07643829287
101	0.07622954487
102	0.07609206938
103	0.07595761754
104	0.07578863322
105	0.07567513269
106	0.07524962276
107	0.07490961404
108	0.07452449254
109	0.07412690546
110	0.07405140367
111	0.07396133747
112	0.07353576819
113	0.07320730731
114	0.07270858022
115	0.07231052799
116	0.07206706275
117	0.07195569087
118	0.07169242098
119	0.07119359804
120	0.07107032438
121	0.07064006084
122	0.07040684302
123	0.07031833953
124	0.07024759204
125	0.06994693176
126	0.06963952097
127	0.06937149836
128	0.06911216838
129	0.0687515407
130	0.06855826681
131	0.06834060536
132	0.06814525916
133	0.06797520511
134	0.06767857357
135	0.06756410784
136	0.0672056783
137	0.06683309052
138	0.06659215351
139	0.06634928851
140	0.06605321825
141	0.06584457541
142	0.06568373509
143	0.0656189622
144	0.06532348846
145	0.06485608274
146	0.0644428918
147	0.06415420521
148	0.06401175464
149	0.06385384118
150	0.06358700477
151	0.06337287116
152	0.06308680123
153	0.06278425448
154	0.06247524491
155	0.06220314871
156	0.06197961526
157	0.0617248612
158	0.06152171052
159	0.06127917152
160	0.06103027032
161	0.06072360732
162	0.06063559295
163	0.06031951523
164	0.06014711909
165	0.05992261681
166	0.05964779288
167	0.05960756298
168	0.05945832632
169	0.05923940025
170	0.05903967545
171	0.059003187
172	0.05896496038
173	0.0586805555
174	0.05863949598
175	0.05846923996
176	0.05815555296
177	0.05788763877
178	0.05784578472
179	0.05772454722
180	0.05748344171
181	0.05720017858
182	0.05716325172
183	0.05686596928
184	0.05673340459
185	0.05638927647
186	0.05611663698
187	0.05594566182
188	0.05579506035
189	0.05576257753
190	0.05559125628
191	0.05540998818
192	0.05529920173
193	0.05526380173
194	0.05490686185
195	0.05479378523
196	0.05460474205
197	0.05441776099
198	0.05412459456
199	0.05393689988
200	0.05381935753
201	0.05359303382
202	0.05344269535
203	0.05340867622
204	0.05337849406
205	0.05306277141
206	0.05287768058
207	0.05253494884
208	0.05222249713
209	0.05205557698
210	0.05186623858
211	0.0515953412
212	0.05137245381
213	0.05124852798
214	0.05106629972
215	0.05082142212
216	0.05060286577
217	0.05048297852
218	0.0502176296
219	0.05000665823
220	0.04974526547
221	0.04955504954
222	0.04933748103
223	0.04931093047
224	0.04910030971
225	0.0490152497
226	0.04872192391
227	0.04847881963
228	0.04829183664
229	0.04812790991
230	0.04791600207
231	0.04779669386
232	0.04777579339
233	0.04769067896
234	0.04752220641
235	0.04732723392
236	0.04710814733
237	0.04702401136
238	0.04677903711
239	0.04661676787
240	0.04654048129
241	0.04652019935
242	0.04634896485
243	0.04633046383
244	0.0461510128
245	0.04591111111
246	0.04570934873
247	0.04550407022
248	0.04529533751
249	0.04512621625
250	0.04496595885
251	0.04483016532
252	0.04463284442
253	0.0445281255
254	0.04444275424
255	0.0443156517
256	0.04424213843
257	0.04422166818
258	0.04398860674
259	0.043902856
260	0.04389082146
261	0.04371236383
262	0.04369553326
263	0.04349645105
264	0.04339998929
265	0.04319570174
266	0.04302638724
267	0.04290213065
268	0.04278239037
269	0.04256209019
270	0.04244325639
271	0.0423381305
272	0.04231927561
273	0.04214750342
274	0.04204266175
275	0.04187437846
276	0.04169531473
277	0.04168471189
278	0.04154316646
279	0.04153126252
280	0.04151613662
281	0.0413580214
282	0.04117542536
283	0.04104846781
284	0.04088794439
285	0.04068378205
286	0.04049248533
287	0.04037217524
288	0.04017733186
289	0.04003686518
290	0.0399306498
291	0.03979981038
292	0.03963388403
293	0.0395206307
294	0.03940317057
295	0.03925144212
296	0.03914085034
297	0.03900652473
298	0.03873889393
299	0.03862787757
300	0.03851320073
301	0.03838908299
302	0.03824966519
303	0.03823569006
304	0.03811010212
305	0.03801021179
306	0.03786065033
307	0.03775151902
308	0.03773391013
309	0.03759706274
310	0.03758081341
311	0.03740822942
312	0.03721288081
313	0.0370151613
314	0.03692088444
315	0.03676196139
316	0.03662728504
317	0.03647997631
318	0.03641363477
319	0.03632685982
320	0.03620371471
321	0.03615571021
322	0.03597787898
323	0.03586187991
324	0.03584897918
325	0.03577202402
326	0.03576068047
327	0.03559721585
328	0.03546557522
329	0.03535668871
330	0.03519753669
331	0.03518326269
332	0.03510218516
333	0.03498236034
334	0.03492439747
335	0.03482349374
336	0.03462777
337	0.03450106149
338	0.03449386334
339	0.03436993682
340	0.03428644891
341	0.03418310584
342	0.03406818498
343	0.03397674153
344	0.03393175851
345	0.03392181529
346	0.03378533794
347	0.03367321497
348	0.03354947865
349	0.03353754709
350	0.0333567329
351	0.03332356227
352	0.03322085231
353	0.03321123523
354	0.03312960502
355	0.03300998639
356	0.0328935995
357	0.03283382361
358	0.03276363687
359	0.03263693499
360	0.03248691586
361	0.03248022996
362	0.03247192751
363	0.03244806398
364	0.03239924656
365	0.03227743189
366	0.03214612908
367	0.03204236733
368	0.03196017443
369	0.03180355555
370	0.03173001741
371	0.03163930412
372	0.03162392644
373	0.03149045051
374	0.0314050536
375	0.03132527259
376	0.03118915377
377	0.0311788699
378	0.03105192077
379	0.03087444082
380	0.03078200157
381	0.03068143767
382	0.0305634291
383	0.03055595764
384	0.03054944626
385	0.03046547822
386	0.0303664394
387	0.03029365173
388	0.03022791247
389	0.03019136446
